# Word list for a specific language.
# In this file, line starts with # (comments) and empty lines are ignored
# Word list is organize like this :	
# $GRAMMAR$ : describe how extract word and frequency from following list. 
# The grammar affect following lines, this way its possible to have several grammar in the file. 
# When a new grammar is found, it replace the actual grammar for the rest of list, until meet an other $GRAMMAR$ (or reach end of document)

# Default $GRAMMAR$ definition : 
$GRAMMAR$	<frequency>[SPACE]<word>
# Where :
# 		<frequency> is the place for the integer for frequency
# 		[SPACE] one or more "space characters" (Space, tabulation)
# 		<word> is the place for the "word"

# *****************************************
# ***   French word initial word list   ***
# *****************************************

$GRAMMAR$	<word>|<frequency>
secrètement|1
secrétaire|1
secrétariat|1
secréter|1
sectaire|1
sectarisme|1
sectateur|1
secte|1
secteur|1
section|1
sectionnement|1
sectionner|1
sectionneur|1
sectionné|1
sectoriel|1
sectorisé|1
secundo|1
sedémener|1
segment|1
segmentaire|1
segmentation|1
segmenter|1
segmenté|1
seiche|1
seigneur|1
seigneurial|1
seigneurie|1
seigneurs|1
seille|1
sein|1
seine|1
seing|1
seins|1
sel|1
self-contrôle|1
self-made-man|1
self-service|1
selle|1
sellerie|1
sellette|1
sellettes|1
sellier|1
selon|1
semailles|1
semainier|1
semblable|1
semblablement|1
semblables|1
semblant|1
sembler|1
semelle|1
semen-contra|1
semence|1
semer|1
semi-aride|1
semi-fini|1
semi-ouvré|1
semi-perméable|1
semi-public|1
semi-publique|1
semis|1
semonce|1
semoncer|1
sempervivum|1
sempiternel|1
sempiternelle|1
sempiternellement|1
semé|1
senestre|1
sens|1
sensation|1
sensationnel|1
sensationnisme|1
senseur|1
sensibilisateur|1
sensibilisation|1
sensibilisé|1
sensibilité|1
sensible|1
sensiblement|1
sensiblerie|1
sensitif|1
sensitive|1
sensitivité|1
sensualisme|1
sensualité|1
sensuel|1
sensuelle|1
sensuellement|1
sensé|1
sensée|1
sensément|1
sente|1
sentence|1
sentencieusement|1
sentencieux|1
senteur|1
senti|1
sentier|1
sentiment|1
sentimental|1
sentimentale|1
sentimentalement|1
sentimentalisme|1
sentimentalité|1
sentine|1
sentinelle|1
sentir|1
seoir|1
seppuku|1
septante|1
septentrion|1
septentrional|1
septentrionale|1
septicémie|1
septique|1
serbo-croate|1
serdeau|1
serdeaux|1
serein|1
sereine|1
sereinement|1
serf|1
serfouir|1
serfouissage|1
serin|1
seriner|1
seringuero|1
serment|1
sermon|1
sermonnaire|1
sermonnant|1
sermonner|1
sermonneur|1
serpe|1
serpent|1
serpent à lunettes|1
serpent à sonnette|1
serpentaire|1
serpenter|1
serpentin|1
serpette|1
serpillière|1
serpolet|1
serrage|1
serratule|1
serre|1
serre-file|1
serre-tête|1
serre-têtes|1
serrement|1
serrer|1
serrure|1
serrurerie|1
serrurier|1
serré|1
serrée|1
serte|1
serti|1
sertir|1
sertissage|1
sertissure|1
servage|1
servant|1
servante|1
serveur|1
serveuse|1
servi|1
serviabilité|1
serviable|1
serviables|1
service|1
services|1
serviette|1
servile|1
servilement|1
servilité|1
servir|1
serviteur|1
servitude|1
servomécanisme|1
session|1
set|1
setier|1
seuil|1
seuillage|1
seul|1
seule|1
seulement|1
seulet|1
sevrage|1
sevrer|1
sex-appeal|1
sexe|1
sexisme|1
sexiste|1
sexologie|1
sexologue|1
sextuor|1
sexualité|1
sexuel|1
sexuellement|1
sexuels|1
seyant|1
shako|1
shantung|1
sherpa|1
sherry|1
shooter|1
shop|1
shopping|1
short|1
shorts|1
show|1
shunt|1
shunter|1
shérif|1
si|1
sialorrhée|1
sibylle|1
sibyllin|1
sibérien|1
sic|1
sicaire|1
siccatif|1
siccative|1
siccité|1
sidéral|1
sidérant|1
sidéraux|1
sidérer|1
sidérite|1
sidérose|1
sidérostat|1
sidéroxylon|1
sidérurgie|1
sidérurgique|1
sidérurgiste|1
sidéré|1
sidérée|1
sien|1
sieste|1
sieur|1
sifflage|1
sifflant|1
sifflement|1
siffler|1
sifflet|1
siffleux|1
sifflotement|1
siffloter|1
sigillographie|1
sigillé|1
sigisbée|1
siglaison|1
sigle|1
signal|1
signalement|1
signaler|1
signalisation|1
signaliser|1
signalé|1
signalétique|1
signature|1
signaux|1
signe|1
signer|1
signes|1
signet|1
signifiance|1
signifiant|1
significatif|1
signification|1
significative|1
signifier|1
signifié|1
silence|1
silencieuse|1
silencieusement|1
silencieux|1
silex|1
silhouette|1
silhouetter|1
silicicole|1
sillage|1
sillages|1
sillon|1
sillonner|1
silo|1
silotage|1
silure|1
simagrée|1
simarre|1
simien|1
simiesque|1
similaire|1
similairement|1
similaires|1
similarité|1
simili|1
similicuir|1
similitude|1
simple|1
simplement|1
simples|1
simplet|1
simplicité|1
simplifiable|1
simplificateur|1
simplification|1
simplifier|1
simplifié|1
simplisme|1
simpliste|1
simulacre|1
simulant|1
simulateur|1
simulation|1
simulatrice|1
simuler|1
simultané|1
simultanéité|1
simultanément|1
simulé|1
simulée|1
sinapisme|1
sincère|1
sincèrement|1
sincérité|1
singalette|1
singe|1
singe hurleur|1
singe laineux|1
singer|1
singerie|1
singulariser|1
singularité|1
singulier|1
singuliers|1
singulière|1
singulièrement|1
singulières|1
sinistre|1
sinistrement|1
sinistrose|1
sinistré|1
sinon|1
sinople|1
sinoque|1
sinuer|1
sinueuse|1
sinueux|1
sinuosité|1
sinus|1
sinusoïdal|1
sinécure|1
siphomycète|1
siphonné|1
sire|1
sirex|1
sirop|1
siroter|1
sirupeuse|1
sirupeux|1
sirène|1
sis|1
sisal|1
sisals|1
sismothérapie|1
sisymbre|1
site|1
sittelle|1
sittelles|1
situable|1
situation|1
situer|1
situé|1
sitôt|1
siècle|1
siège|1
siéger|1
skate-board|1
skaï|1
sketch|1
ski-bob|1
skier|1
skieur|1
skipper|1
skunk|1
slalom|1
slalomer|1
slalomeur|1
slang|1
slavon|1
sleeping|1
sleepings|1
slip|1
slips|1
slogan|1
sloughi|1
smala|1
smart|1
smog|1
smoking|1
smorrebrod|1
snack|1
snack-bar|1
sniper|1
snob|1
snober|1
snobinard|1
snobisme|1
soap-opéra|1
sobre|1
sobrement|1
sobriquet|1
sobriété|1
soc|1
sociabilité|1
sociable|1
social|1
socialisation|1
socialiser|1
sociodrame|1
sociologie|1
sociologique|1
sociométrie|1
socioprofessionnel|1
sociothérapie|1
socioéconomique|1
sociétaire|1
sociétal|1
société|1
sociétés|1
socle|1
socque|1
socquette|1
soda|1
sofa|1
soft|1
software|1
soi|1
soi-disant|1
soie|1
soif|1
soiffard|1
soignable|1
soignant|1
soignante|1
soigne|1
soigner|1
soigneur|1
soigneusement|1
soigneux|1
soigné|1
soin|1
soins|1
soir|1
soirée|1
soit|1
soixante-dix|1
sol|1
solarisation|1
solariser|1
solarium|1
soldat|1
solde|1
solder|1
solderie|1
soldes|1
soldeur|1
soldé|1
soleil|1
solen|1
solennel|1
solennelle|1
solennellement|1
solennels|1
solenniser|1
solennité|1
solex|1
solfatare|1
solidaire|1
solidairement|1
solidariser|1
solidarité|1
solide|1
solidement|1
solidification|1
solidifier|1
solidité|1
solifluxion|1
soliloque|1
soliloquer|1
soliste|1
solitaire|1
solitude|1
solive|1
sollicitation|1
solliciter|1
solliciteur|1
sollicitude|1
sollicité|1
solo|1
solubilité|1
soluble|1
solution|1
solutionner|1
soluté|1
solvabilité|1
solvant|1
solécisme|1
solénoïde|1
soma|1
somatique|1
somatisation|1
sombre|1
sombrement|1
sombrer|1
sombré|1
sommable|1
sommaire|1
sommairement|1
sommation|1
somme|1
somme toute|1
sommeil|1
sommeiller|1
sommeilleux|1
sommeils|1
sommelier|1
sommeliers|1
sommer|1
sommes|1
sommet|1
sommets|1
sommier|1
sommiers|1
sommital|1
sommité|1
somnambulisme|1
somnifère|1
somnolence|1
somnolent|1
somnoler|1
somptueuse|1
somptueusement|1
somptueux|1
somptuosité|1
son|1
sonagramme|1
sonal|1
sonar|1
sondage|1
sonde|1
sonder|1
songe|1
songe-creux|1
songer|1
songerie|1
songeur|1
sonnaille|1
sonnailler|1
sonnant|1
sonner|1
sonnerie|1
sonnet|1
sonnette|1
sonné|1
sonomètre|1
sonore|1
sonorité|1
sonothèque|1
sonotone|1
sophisme|1
sophiste|1
sophistication|1
sophistiquer|1
sophistiqué|1
soporifique|1
sopraniste|1
soprano|1
sorbet|1
sorbier|1
sorcellerie|1
sorcier|1
sorcière|1
sordide|1
sorgho|1
sorite|1
sornette|1
sort|1
sortable|1
sorte|1
sorti|1
sortie|1
sortie de bain|1
sortilège|1
sortir|1
sosie|1
sosies|1
sot|1
sotch|1
sotte|1
sottement|1
sottie|1
sottise|1
sottisier|1
sou|1
soubassement|1
soubresaut|1
soubresauter|1
soubrette|1
souche|1
souchet|1
souci|1
soucier|1
soucieuse|1
soucieusement|1
soucieux|1
soucoupe|1
soudage|1
soudain|1
soudainement|1
soudaineté|1
soudard|1
souder|1
soudoyer|1
soudure|1
soudé|1
soue|1
soufflant|1
souffle|1
soufflement|1
souffler|1
soufflerie|1
soufflet|1
souffleter|1
souffleur de verre|1
soufflé|1
souffrance|1
souffrant|1
souffre-douleur|1
souffreteux|1
souffrir|1
souhait|1
souhaitable|1
souhaiter|1
souillant|1
souillarde|1
souille|1
souiller|1
souillon|1
souillure|1
souillé|1
souk|1
soulage|1
soulagement|1
soulager|1
soulane|1
soulever|1
soulevé|1
soulier|1
soulignage|1
soulignement|1
souligner|1
souligné|1
soulte|1
soulèvement|1
soumettre|1
soumis|1
soumission|1
soumissionnaire|1
soupape|1
soupe|1
soupente|1
souper|1
soupers|1
soupesant|1
soupeser|1
soupesée|1
soupeur|1
soupeuse|1
soupir|1
soupirail|1
soupirant|1
soupirer|1
souple|1
souplesse|1
soupçon|1
soupçonnable|1
soupçonner|1
soupçonneusement|1
soupçonneux|1
souquer|1
sourate|1
source|1
sources|1
sourcier|1
sourcil|1
sourciller|1
sourcilleux|1
sourd|1
sourdement|1
sourdre|1
souri|1
souriant|1
souricière|1
sourire|1
sournois|1
sournoise|1
sournoisement|1
sournoiserie|1
sous|1
sous pression|1
sous-cutané|1
sous-entendu|1
sous-estimer|1
sous-jacent|1
sous-main|1
sous-marin|1
sous-ordre|1
sous-sol|1
sous-tasse|1
sous-vêtements|1
souscription|1
souscrire|1
soustraction|1
soustraire|1
soutache|1
soutacher|1
soutane|1
soutenable|1
soutenant|1
souteneur|1
soutenir|1
soutenu|1
soutenue|1
souterrain|1
souterrainement|1
soutien|1
soutien-gorge|1
soutiens|1
soutier|1
soutirer|1
soutènement|1
soutènements|1
souvenance|1
souvenir|1
souvenirs|1
souvent|1
souverain|1
souveraine|1
souverainement|1
souveraineté|1
souverains|1
soyeux|1
soûl|1
soûlard|1
soûlaud|1
soûler|1
soûlerie|1
soûlographie|1
spacieusement|1
spacieux|1
spadassin|1
spalax|1
sparadrap|1
sparterie|1
spartiate|1
spasme|1
spasmes|1
spasmodique|1
spasmodiquement|1
spasmolytique|1
spasmophilie|1
spath|1
spathe|1
spatial|1
spatialisation|1
spatialiser|1
spatio-temporel|1
spatio-temporelle|1
spationaute|1
spatule|1
speaker|1
speakerine|1
spectacle|1
spectaculaire|1
spectateur|1
spectateurs|1
spectatrice|1
spectral|1
spectre|1
spectrométrie|1
spectroscopie|1
speech|1
speedé|1
spergule|1
spermaceti|1
spermaphyte|1
spermatogenèse|1
sperme|1
spermicide|1
sphinge|1
sphinx|1
sphyrène|1
sphère|1
sphéricité|1
sphérique|1
sphéroïdal|1
spicilège|1
spinal|1
spinelle|1
spirale|1
spire|1
spirite|1
spiritisme|1
spiritualisme|1
spiritualiste|1
spiritualité|1
spirituel|1
spirituelle|1
spirituellement|1
spiritueux|1
spirochète|1
spiroïdal|1
spirée|1
spirée du Japon|1
spitant|1
splanchnique|1
spleen|1
splendeur|1
splendide|1
splendidement|1
spoiler|1
spoliant|1
spoliateur|1
spoliation|1
spolier|1
spondias|1
spongieuse|1
spongieux|1
spongiforme|1
spongille|1
sponsor|1
sponsoring|1
sponsorisation|1
sponsoriser|1
spontané|1
spontanée|1
spontanéité|1
spontanément|1
sporadicité|1
sporadique|1
sporadiquement|1
spore|1
sport|1
sportif|1
sportivement|1
sportivité|1
sports|1
spot|1
spoutnik|1
sprat|1
springbok|1
sprint|1
sprinter|1
sprituel|1
spumescent|1
spumescente|1
spumeux|1
spychisme|1
spécial|1
spéciale|1
spécialement|1
spécialisation|1
spécialiste|1
spécialité|1
spécieux|1
spécification|1
spécificité|1
spécifier|1
spécifique|1
spécifiquement|1
spécifiques|1
spécifié|1
spécimen|1
spéculateur|1
spéculatif|1
spéculation|1
spéculatrice|1
spéculer|1
squale|1
squame|1
squameuse|1
squameux|1
squamifère|1
square|1
squat|1
squatine|1
squatter|1
squelette|1
squelettique|1
squille|1
stabilisateur|1
stabilisation|1
stabiliser|1
stabilité|1
stable|1
staccato|1
stade|1
staff|1
stage|1
stagiaire|1
stagnant|1
stagnante|1
stagnation|1
stagner|1
stalactite|1
stalag|1
stalagmite|1
stalle|1
stalles|1
stance|1
stand|1
stand-by|1
standard|1
standardisation|1
standardiser|1
standardiste|1
standardisé|1
standards|1
standing|1
staphisaigre|1
staphylier|1
star|1
starets|1
starie|1
starlette|1
starter|1
starting-block|1
stase|1
station|1
stationnaire|1
stationnarité|1
stationnement|1
stationner|1
stationné|1
statique|1
statiquement|1
statisme|1
statistique|1
statoréacteur|1
statuaire|1
statue|1
statuer|1
statuette|1
statufier|1
statufié|1
stature|1
statut|1
stayer|1
steak|1
steamer|1
stellaire|1
stellaires|1
stemmate|1
steppe|1
stercoraire|1
stercoral|1
sterne|1
sternutation|1
stertor|1
steward|1
stick|1
stigmate|1
stigmatiser|1
stillation|1
stilligoutte|1
stimulant|1
stimulante|1
stimulateur|1
stimulation|1
stimuler|1
stimuli|1
stimulus|1
stipendier|1
stipendié|1
stipulation|1
stipulations|1
stipuler|1
stipulé|1
stochastique|1
stock|1
stockage|1
stocker|1
stockiste|1
stolon|1
stomacal|1
stomate|1
stomatologie|1
stomatologue|1
stomoxe|1
stop|1
stoppage|1
stopper|1
stoppeur|1
stoppé|1
store|1
stoïcien|1
stoïcienne|1
stoïcisme|1
stoïque|1
stoïquement|1
strabisme|1
stramoine|1
strangulation|1
stranguler|1
strapontin|1
strass|1
stratagème|1
strate|1
stratification|1
stratifier|1
stratigraphie|1
strato-cumulus|1
stratosphérique|1
stratum|1
stratus|1
stratégie|1
stratégique|1
stratégiquement|1
stress|1
stresser|1
strict|1
strictement|1
striction|1
stridence|1
strident|1
stridulant|1
stridulation|1
strie|1
strier|1
strige|1
string|1
stripper|1
striure|1
strix|1
strophe|1
structural|1
structuration|1
structure|1
structurel|1
structurer|1
structuré|1
strume|1
strychnine|1
stuc|1
studette|1
studieux|1
studio|1
stupeur|1
stupide|1
stupidement|1
stupidité|1
stupre|1
stupéfaction|1
stupéfait|1
stupéfaite|1
stupéfiant|1
stupéfier|1
stupéfié|1
style|1
stylet|1
stylisation|1
styliser|1
stylisme|1
styliste|1
stylistique|1
stylite|1
stylo|1
stylo à bille|1
stylo-feutre|1
stylobate|1
stylobille|1
stylographe|1
stylomine|1
stylé|1
styptique|1
styrax|1
stèle|1
stèles|1
stéatopyge|1
sténo|1
sténodactylo|1
sténographe|1
sténographie|1
sténotypie|1
stérer|1
stérile|1
stérilement|1
stérilet|1
stérilisant|1
stérilisation|1
stériliser|1
stérilisé|1
stérilité|1
stéréoduc|1
stéréoscopique|1
stéréotype|1
stéréotypé|1
su|1
suaire|1
suant|1
suave|1
suavité|1
subalterne|1
subaquatique|1
subconscient|1
subdiviser|1
subdivision|1
subdésertique|1
subir|1
subit|1
subitement|1
subito|1
subjacent|1
subjectif|1
subjectifs|1
subjectivité|1
subjuguer|1
sublimation|1
sublime|1
sublimer|1
subliminal|1
sublimité|1
submerger|1
submersible|1
submersion|1
subnarcose|1
subodorer|1
subordination|1
subordonner|1
subordonné|1
subornation|1
suborner|1
suborneur|1
subreptice|1
subrepticement|1
subrogation|1
subroger|1
subsaharien|1
subside|1
subsidiaire|1
subsidiairement|1
subsistaient|1
subsistait|1
subsistance|1
subsistant|1
subsister|1
subsistes|1
subsistiez|1
subsistions|1
substance|1
substantialité|1
substantiel|1
substantif|1
substantivation|1
substantiver|1
substituable|1
substituer|1
substitut|1
substitution|1
substrat|1
subséquemment|1
subséquent|1
subterfuge|1
subtil|1
subtile|1
subtilement|1
subtilisation|1
subtiliser|1
subtilité|1
subulé|1
suburbain|1
subvenir|1
subvention|1
subventionner|1
subventionné|1
subversif|1
subversion|1
subvertir|1
suc|1
successeur|1
successible|1
successif|1
succession|1
successivement|1
succinct|1
succinctement|1
succion|1
succomber|1
succube|1
succulence|1
succulent|1
succulente|1
succursale|1
succès|1
succédané|1
succéder|1
sucer|1
sucette|1
sucrage|1
sucre|1
sucre de bois|1
sucrer|1
sucrerie|1
sucrette|1
sucrier|1
sucré|1
sud|1
sudation|1
sudorifique|1
sudorifère|1
sudoripare|1
suer|1
sueur|1
suffire|1
suffisamment|1
suffisance|1
suffisant|1
suffisante|1
suffixe|1
suffocant|1
suffocation|1
suffoquer|1
suffoqué|1
suffragant|1
suffrage|1
suffusion|1
suggestible|1
suggestif|1
suggestion|1
suggestionner|1
suggestive|1
suggérer|1
suicidaire|1
suicide|1
suicider|1
suidé|1
suif|1
suiffer|1
suintant|1
suintement|1
suinter|1
suinté|1
suisse|1
suite|1
suivant|1
suiveur|1
suivi|1
suivisme|1
suiviste|1
suivre|1
sujet|1
sujétion|1
sulfateuse|1
sulfureux|1
sulpicien|1
sultan|1
sumac|1
summum|1
sunlight|1
sunna|1
super|1
superbe|1
superbement|1
superbes|1
supercarburant|1
supercherie|1
superficialité|1
superficie|1
superficiel|1
superfin|1
superflu|1
superfluité|1
superfétatoire|1
superlatif|1
supermarché|1
superposable|1
superposer|1
superposition|1
superposé|1
supersonique|1
superstitieusement|1
superstitieux|1
superstition|1
superviser|1
supervision|1
supplanter|1
suppliant|1
supplication|1
supplice|1
supplice du feu|1
supplicier|1
supplicié|1
supplier|1
supplique|1
suppléance|1
suppléant|1
suppléer|1
supplément|1
supplémentaire|1
supplémenter|1
supplétif|1
support|1
support-chaussette|1
supportable|1
supporter|1
supports|1
supporté|1
supposable|1
supposant|1
supposer|1
supposition|1
supposé|1
supposé que|1
supposée|1
suppression|1
supprimer|1
supprimé|1
suppurant|1
suppuration|1
supputation|1
supputer|1
suppôt|1
supra|1
suprasensible|1
suprématie|1
suprême|1
suprêmement|1
supère|1
supérette|1
supérieur|1
supérieure|1
supérieurement|1
supériorité|1
sur|1
sur ce point|1
sur pilotis|1
sur ses gardes|1
sur terre|1
sur-le-champ|1
surabondamment|1
surabondance|1
surabondant|1
surabondante|1
surabonder|1
suramplificateur|1
suranné|1
surcharge|1
surcharger|1
surclasser|1
surconsommation|1
surcroît|1
surdimensionné|1
surdéveloppé|1
surenchère|1
surenchérir|1
surenchérissement|1
surestarie|1
surestimer|1
suret|1
surette|1
surexcitation|1
surexciter|1
surexcité|1
surface|1
surfiler|1
surfin|1
surgeler|1
surgeon|1
surgir|1
surgissement|1
surgélateur|1
surgélation|1
surgénérateur|1
surhausser|1
surhomme|1
surimposition|1
surjet|1
surjeter|1
surlendemain|1
surligneur|1
surmenage|1
surmenant|1
surmener|1
surmené|1
surmultiplication|1
surnager|1
surnaturel|1
surnom|1
surnombre|1
surnommer|1
surnuméraire|1
surpasse|1
surpasser|1
surpeuplement|1
surpeuplé|1
surplombant|1
surplomber|1
surplus|1
surpoids|1
surpopulation|1
surprenant|1
surprendre|1
surpris|1
surprise|1
surprise-partie|1
surproduction|1
surrection|1
surréaliste|1
sursaut|1
sursauter|1
surseoir|1
sursis|1
surtout|1
surveillance|1
surveillant|1
surveillante|1
surveiller|1
surveillé|1
survenance|1
survenant|1
survenir|1
survenu|1
survenue|1
survie|1
survivance|1
survivant|1
survivre|1
survol|1
survoler|1
survolté|1
survêtement|1
surélever|1
surélévation|1
susceptibilité|1
susceptible|1
susciter|1
suscription|1
susdit|1
susmentionné|1
susnommé|1
suspect|1
suspecter|1
suspendant|1
suspendre|1
suspendu|1
suspens|1
suspensif|1
suspension|1
suspicieusement|1
suspicieux|1
suspicion|1
sustentation|1
sustenter|1
sustenté|1
susurrant|1
susurrement|1
susurrer|1
suzerain|1
suzeraineté|1
suçoter|1
sué|1
suée|1
svelte|1
sveltesse|1
sweater|1
sweepstake|1
swing|1
sybarite|1
sybaritisme|1
sycomore|1
sycophante|1
sycosis|1
syllabaire|1
syllogisme|1
sylvain|1
sylve|1
sylvestre|1
sylvicole|1
sylviculteur|1
sylviculture|1
symbole|1
symbolique|1
symboliquement|1
symboliser|1
symbolisé|1
sympathie|1
sympathies|1
sympathique|1
sympathiser|1
symphonie|1
symphonique|1
symposium|1
symptomatique|1
symptomatologie|1
symptôme|1
symétrie|1
symétrique|1
symétriques|1
synarchie|1
synchronique|1
synchronisation|1
synchroniser|1
synchronisme|1
synchrotron|1
syncope|1
syncrétique|1
syncrétisme|1
syndic|1
syndicat|1
syndiquer|1
synergie|1
synode|1
synonyme|1
synopsis|1
syntacticien|1
syntagme|1
syntaxe|1
syntaxique|1
syntaxiques|1
synthèse|1
synthétique|1
synthétiser|1
syntonie|1
syntoniseur|1
syphilis|1
syphilitique|1
système|1
systématicien|1
systématique|1
systématiquement|1
systématisation|1
systématiser|1
sèche|1
sèche-cheveux|1
sèche-linge|1
sèche-mains|1
sèchement|1
sème|1
sève|1
sèvres|1
séance|1
séant|1
sébile|1
séborrhée|1
sécable|1
sécateur|1
sécession|1
sécessionniste|1
séchage|1
sécher|1
sécheresse|1
sécheur|1
sécheuse|1
séchoir|1
séché|1
sécréter|1
sécrétion|1
séculaire|1
séculairement|1
séculaires|1
sécularisation|1
séculariser|1
séculier|1
séculière|1
sécuriser|1
sécurité|1
sédatif|1
sédation|1
sédentaire|1
sédentarisation|1
sédentariser|1
sédiment|1
sédimentation|1
séditieuse|1
séditieux|1
sédition|1
séducteur|1
séducteurs|1
séduction|1
séductrice|1
séduire|1
séduisant|1
séduisante|1
séduit|1
sédum|1
ségrégatif|1
ségrégation|1
ségrégationnisme|1
ségrégationniste|1
ségréguer|1
séide|1
séisme|1
séjour|1
séjourner|1
sélacien|1
sélect|1
sélecter|1
sélecteur|1
sélectif|1
sélection|1
sélectionnable|1
sélectionnant|1
sélectionner|1
sélectionneur|1
sélectionneuse|1
sélectionné|1
sélective|1
sélectivité|1
sélénite|1
sémanticien|1
sémantique|1
sémaphore|1
sémillant|1
séminaire|1
sémiologie|1
sémiotique|1
sémique|1
sémite|1
sémitique|1
sénat|1
sénateur|1
sénescence|1
sénescent|1
sénevé|1
séneçon|1
sénile|1
sénilisme|1
sénilité|1
séné des prés|1
sépale|1
séparable|1
séparation|1
séparatisme|1
séparatiste|1
séparer|1
séparé|1
séparément|1
sépia|1
sépiolite|1
sépulcral|1
sépulcre|1
sépulcres|1
sépulture|1
sépultures|1
séquelle|1
séquence|1
séquenceur|1
séquentiel|1
séquestration|1
séquestre|1
séquestrer|1
séquestré|1
séquoia|1
sérail|1
sérancer|1
séraphin|1
séraphique|1
séreux|1
sérialisme|1
sériciculture|1
série|1
sériel|1
sérier|1
sérieusement|1
sérieux|1
sérothérapie|1
sérum|1
sérum de vérité|1
sérénade|1
sérénité|1
sésame|1
sévices|1
sévir|1
sévère|1
sévèrement|1
sévérité|1
sézig|1
sézigue|1
sûr|1
sûrement|1
sûreté|1
soeur|1
soeurette|1
t|1
ta|1
tabac|1
tabac indien|1
